case_id,verdict,ipc_section,relevant_laws,case_fact,penalty_months,severity,ververdict,guilty_label,relevant_laws_list,ipc_label,penalty_scaled
cdffe58b-a576-4294-8f14-c096e9aea3f4,Guilty,498A,498A,the accused planned and executed to shot the witness at bus stop for personal gain.,58,Medium,,1,['498A'],13,0.19333333333333336
55fc4f05-f3ea-4067-aeaf-cfc75d206ec1,Guilty,304B,"304B,120B,302","during a domestic argument, eyewitness statements captured the accused stabbed the customer at temple.",174,High,,1,"['304B', '120B', '302']",2,0.5800000000000001
1fc679ac-8fb4-47a5-8848-27a13651c751,Not Guilty,NONE,,witnesses gave contradictory statements and dna test was inconclusive.,0,Low,Not Guilty,0,[],15,0.0
a01b0e4d-bbf2-46f6-a9ae-340bf5518384,Not Guilty,NONE,,the accused provided a verified alibi; no dna test matched them.,0,Low,Not Guilty,0,[],15,0.0
7eb565fb-7e7b-4ed9-ae1b-8feee5e76261,Not Guilty,NONE,,witnesses gave contradictory statements and eyewitness statements was inconclusive.,0,Low,Not Guilty,0,[],15,0.0
51d415ff-6b27-4b9a-a59a-66080d29092e,Not Guilty,NONE,,the accused was present nearby but no recovered weapon linked them to the crime.,0,Low,Not Guilty,0,[],15,0.0
846134bf-64a6-4ec0-ae5e-2b2b9b5abcdf,Not Guilty,NONE,,investigation found no motive or forensic match to the accused.,0,Low,Not Guilty,0,[],15,0.0
a158a8a3-466f-4981-a964-7bc19aa3f3f6,Guilty,379,"379,302",investigation found forensic report and witnesses confirming that the accused poisoned the neighbour leading to mental trauma.,10,Low,,1,"['379', '302']",9,0.03333333333333333
aa7d3319-ed38-4c51-b9c6-2dec8d095f19,Not Guilty,NONE,,witnesses gave contradictory statements and cctv footage was inconclusive.,0,Low,Not Guilty,0,[],15,0.0
c0a7bcad-f521-4f50-a2c2-9573ddd0c0bd,Not Guilty,NONE,,available evidence was circumstantial and insufficient to prove guilt beyond reasonable doubt.,0,Low,Not Guilty,0,[],15,0.0
9d525018-d250-40e9-9897-ec166881d007,Guilty,468,468,"the accused forged the customer at the office after a quarrel, causing mental trauma. cctv footage confirmed the act.",113,Medium,,1,['468'],12,0.3766666666666667
449e3ff9-27ca-4f44-a91c-8a406b31ff58,Guilty,468,"468,326","during a robbery attempt, recovered weapon captured the accused extorted the woman at temple.",64,Medium,,1,"['468', '326']",12,0.21333333333333335
e8eb2236-a9a4-458a-a73b-b082658a1987,Guilty,468,"468,120B","during a robbery attempt, dna test captured the accused burned the neighbour at restaurant.",111,Medium,,1,"['468', '120B']",12,0.37000000000000005
ba97de0d-1756-4743-9935-3dde2d99bdd6,Guilty,326,326,victim's statement and bank transaction logs prove that the accused intentionally extorted the neighbour.,49,Medium,,1,['326'],4,0.16333333333333333
05f02877-2015-4fe3-bc15-383eaa062345,Not Guilty,NONE,,investigation found no motive or forensic match to the accused.,0,Low,Not Guilty,0,[],15,0.0
4deb4527-2119-45bf-bd5b-1e1b4ae13452,Guilty,376,"376,468,120B",investigation found medical certificate and witnesses confirming that the accused burned the minor leading to financial damage.,197,High,,1,"['376', '468', '120B']",8,0.6566666666666667
6370fdca-c283-4ac1-9a2b-98860a4e4a73,Guilty,376,"376,468",investigation found cctv footage and witnesses confirming that the accused harassed the police officer leading to loss of life.,162,High,,1,"['376', '468']",8,0.54
499ce65a-687e-496f-9f7f-8bdf5aa93a7e,Guilty,376,"376,354,468","during a family dispute, forensic report captured the accused assaulted the police officer at roadside.",152,High,,1,"['376', '354', '468']",8,0.5066666666666667
272fc8e2-b76b-4075-a76f-b2500b88c6a4,Not Guilty,NONE,,police could not recover any weapon or forensic report supporting the charge.,0,Low,Not Guilty,0,[],15,0.0
6179b9d2-bbfa-4cea-bfe4-9a6ddcae3f96,Guilty,120B,"120B,376,506",victim's statement and dna test prove that the accused intentionally strangled the victim.,28,Low,,1,"['120B', '376', '506']",0,0.09333333333333334
2858e337-1894-4809-987d-15ef41ab1b79,Not Guilty,NONE,,the accused was present nearby but no digital evidence linked them to the crime.,0,Low,Not Guilty,0,[],15,0.0
4d371dff-4487-40c9-9751-99d6aaaae98a,Guilty,354,"354,341","fir and forensic report show the accused burned the bank officer during a domestic argument, resulting in serious injury.",14,Low,,1,"['354', '341']",6,0.04666666666666667
8e9d0100-616d-4544-b0fa-7ac0817f3565,Guilty,420,"420,120B","during a family dispute, cctv footage captured the accused assaulted the customer at train station.",61,Medium,,1,"['420', '120B']",11,0.20333333333333334
a13673db-872e-4ad2-81ba-4f2b512f7919,Guilty,354,354,the accused planned and executed to poisoned the minor at hotel for personal gain.,36,Low,,1,['354'],6,0.12000000000000001
fcbebbcf-2b8b-4744-9eb9-3938c5a58020,Not Guilty,NONE,,available evidence was circumstantial and insufficient to prove guilt beyond reasonable doubt.,0,Low,Not Guilty,0,[],15,0.0
3814f056-bacb-41c9-9334-bc3bfbe68313,Guilty,120B,"120B,420","during a business deal, medical certificate captured the accused cheated the public servant at temple.",25,Low,,1,"['120B', '420']",0,0.08333333333333334
26fca1f9-26e4-43af-800f-e8dc202b01b7,Guilty,363,363,"during a robbery attempt, recovered weapon captured the accused raped the police officer at train station.",6,Low,,1,['363'],7,0.02
00f83b4e-e6a9-4a1a-ba85-12a43fcf446f,Not Guilty,NONE,,the accused was present nearby but no dna test linked them to the crime.,0,Low,Not Guilty,0,[],15,0.0
24d4e8bd-5959-4763-a5ab-14f745912870,Guilty,379,"379,307,341","during a business deal, eyewitness statements captured the accused shot the neighbour at market.",33,Low,,1,"['379', '307', '341']",9,0.11
5b7784b2-80ce-4af0-a197-72304e259035,Not Guilty,NONE,,the accused provided a verified alibi; no eyewitness statements matched them.,0,Low,Not Guilty,0,[],15,0.0
c6fd162e-e835-4669-be8d-94954c2f0fdb,Not Guilty,NONE,,the accused was mistaken for another person; identification was unreliable.,0,Low,Not Guilty,0,[],15,0.0
71a83224-d1e1-440f-a241-fec332eb5ce8,Not Guilty,NONE,,police could not recover any weapon or dna test supporting the charge.,0,Low,Not Guilty,0,[],15,0.0
4e7c9a8f-3ccb-40b1-a056-c9f493742955,Guilty,341,"341,379,506","the accused cheated the neighbour at the bus stop after a family dispute, causing property loss. recovered weapon confirmed the act.",29,Low,,1,"['341', '379', '506']",5,0.09666666666666668
a5bfc84e-d4a0-405a-9f18-cc59e6fc80d9,Not Guilty,NONE,,available evidence was circumstantial and insufficient to prove guilt beyond reasonable doubt.,0,Low,Not Guilty,0,[],15,0.0
a9684c23-95ab-45a7-8887-1e4b3595afb6,Guilty,498A,"498A,506,304B","the accused burned the wife at the public park after a political rally, causing serious injury. forensic report confirmed the act.",116,Medium,,1,"['498A', '506', '304B']",13,0.3866666666666667
37e8200d-a266-437e-94b0-81e9bf373c28,Guilty,376,"376,307,326",victim's statement and forensic report prove that the accused intentionally threatened the customer.,299,High,,1,"['376', '307', '326']",8,0.9966666666666667
ca415171-aa6a-45ee-8a1f-bb041fee952d,Not Guilty,NONE,,police could not recover any weapon or bank transaction logs supporting the charge.,0,Low,Not Guilty,0,[],15,0.0
8595bb9f-c440-4f71-af1c-e066ae222f9b,Guilty,304B,304B,"fir and forensic report show the accused extorted the customer during a quarrel, resulting in serious injury.",186,High,,1,['304B'],2,0.62
1405ce10-faf2-41cc-9c27-422bc92e3880,Guilty,363,"363,354","during a robbery attempt, cctv footage captured the accused harassed the police officer at market.",29,Low,,1,"['363', '354']",7,0.09666666666666668
0b8812a9-23e9-4c7b-a0cc-5bc96517b2df,Guilty,120B,"120B,420","during a family dispute, digital evidence captured the accused stabbed the minor at bus stop.",29,Low,,1,"['120B', '420']",0,0.09666666666666668
42840a2b-079c-4afa-acdc-747234f81157,Guilty,498A,498A,investigation found digital evidence and witnesses confirming that the accused poisoned the customer leading to property loss.,50,Medium,,1,['498A'],13,0.16666666666666669
8e083cda-093e-4cef-97e4-8f9d4d8b99e2,Guilty,506,"506,376",victim's statement and digital evidence prove that the accused intentionally stole the woman.,65,Medium,,1,"['506', '376']",14,0.21666666666666667
22db76ca-50a5-4b90-a2da-ceb5c5e2d63a,Not Guilty,NONE,,police could not recover any weapon or dna test supporting the charge.,0,Low,Not Guilty,0,[],15,0.0
47e14955-142d-4024-9afc-0d6b445337a9,Guilty,302,"302,120B",the accused planned and executed to threatened the public servant at home for personal gain.,125,High,,1,"['302', '120B']",1,0.4166666666666667
db3a40b2-417f-4004-b318-713a6460574b,Not Guilty,NONE,,the accused was mistaken for another person; identification was unreliable.,0,Low,Not Guilty,0,[],15,0.0
da5fd75b-b518-4cf8-b01d-35af611a6dbd,Guilty,379,"379,326",victim's statement and cctv footage prove that the accused intentionally abducted the witness.,6,Low,,1,"['379', '326']",9,0.02
471d54d6-3851-4490-a304-5f96b273b909,Guilty,498A,498A,investigation found recovered weapon and witnesses confirming that the accused shot the business partner leading to serious injury.,74,Medium,,1,['498A'],13,0.24666666666666667
4fab60f3-b6e3-4081-8c5d-8098fd07fefb,Guilty,468,468,"during a domestic argument, bank transaction logs captured the accused raped the police officer at temple.",115,Medium,,1,['468'],12,0.38333333333333336
db7109de-cd19-4731-9942-3cc4f52f8ff1,Guilty,376,"376,326",investigation found digital evidence and witnesses confirming that the accused extorted the wife leading to loss of life.,123,High,,1,"['376', '326']",8,0.41000000000000003
05c5bcab-fe1d-4ca8-890d-0e065a7e2f20,Guilty,498A,"498A,420",victim's statement and forensic report prove that the accused intentionally extorted the victim.,75,Medium,,1,"['498A', '420']",13,0.25
eaa28dac-de85-4a9e-80bb-37dcc344f688,Guilty,406,"406,363","fir and forensic report show the accused raped the wife during a political rally, resulting in property loss.",117,Medium,,1,"['406', '363']",10,0.39
62d6f33b-4381-414c-b925-9dc9894153b6,Guilty,506,"506,468,326",the accused planned and executed to extorted the neighbour at roadside for personal gain.,36,Medium,,1,"['506', '468', '326']",14,0.12000000000000001
a6ddd269-f66e-421d-aad5-35f4147e965f,Not Guilty,NONE,,the accused was mistaken for another person; identification was unreliable.,0,Low,Not Guilty,0,[],15,0.0
fde292ce-a6cf-44e6-a591-f4a6cd3d1db0,Guilty,376,376,victim's statement and bank transaction logs prove that the accused intentionally stabbed the witness.,213,High,,1,['376'],8,0.7100000000000001
24bb84fb-8ec1-49a5-aab8-c81fa82ecd5b,Guilty,420,"420,363",the accused planned and executed to raped the victim at home for personal gain.,66,Medium,,1,"['420', '363']",11,0.22
c558d6ee-2849-490d-972e-31750fef85ec,Not Guilty,NONE,,the accused provided a verified alibi; no cctv footage matched them.,0,Low,Not Guilty,0,[],15,0.0
01094698-bda6-4da8-89cb-5eae6f27427b,Not Guilty,NONE,,the accused was mistaken for another person; identification was unreliable.,0,Low,Not Guilty,0,[],15,0.0
20e65c0a-082a-4f63-a484-f49ffb51dd45,Guilty,326,"326,406","the accused hit the police officer at the hotel after a family dispute, causing public disturbance. recovered weapon confirmed the act.",75,Medium,,1,"['326', '406']",4,0.25
85e67446-5142-4d0b-a401-198c8373452e,Guilty,307,307,the accused planned and executed to hit the business partner at restaurant for personal gain.,145,High,,1,['307'],3,0.48333333333333334
74c463d2-a98f-4e3f-b37e-8f23a923fa38,Not Guilty,NONE,,the accused was mistaken for another person; identification was unreliable.,0,Low,Not Guilty,0,[],15,0.0
90a89d45-901a-467a-b812-6e62b71307f1,Guilty,406,"406,498A",the accused planned and executed to poisoned the bank officer at hotel for personal gain.,56,Medium,,1,"['406', '498A']",10,0.18666666666666668
95b8dfdc-e09c-4bae-96bd-a7c46ba4d58c,Not Guilty,NONE,,the accused was mistaken for another person; identification was unreliable.,0,Low,Not Guilty,0,[],15,0.0
49a1dee0-8912-4a74-b4b2-728a027acd01,Guilty,363,"363,420,326",investigation found dna test and witnesses confirming that the accused raped the customer leading to serious injury.,33,Low,,1,"['363', '420', '326']",7,0.11
46188535-bbf4-4162-a563-ab7928389a16,Guilty,406,"406,498A",investigation found medical certificate and witnesses confirming that the accused strangled the public servant leading to public disturbance.,56,Medium,,1,"['406', '498A']",10,0.18666666666666668
927d56cf-0854-4685-8614-0a59a59f48bc,Not Guilty,NONE,,the accused provided a verified alibi; no bank transaction logs matched them.,0,Low,Not Guilty,0,[],15,0.0
2f20fb58-5e27-49b0-9a2a-23cc0a104959,Not Guilty,NONE,,witnesses gave contradictory statements and forensic report was inconclusive.,0,Low,Not Guilty,0,[],15,0.0
5da1ac00-4515-49db-a75d-8cb3f38e30f5,Guilty,406,"406,420,468","during a quarrel, medical certificate captured the accused hit the neighbour at office.",107,Medium,,1,"['406', '420', '468']",10,0.3566666666666667
ec03f0f2-2976-42bd-b876-8c8a174f4ec6,Not Guilty,NONE,,the accused provided a verified alibi; no cctv footage matched them.,0,Low,Not Guilty,0,[],15,0.0
c057cd66-463f-4c62-b38e-4e6159a6baab,Guilty,506,"506,304B,341","during a domestic argument, dna test captured the accused burned the bank officer at office.",103,Medium,,1,"['506', '304B', '341']",14,0.3433333333333334
c90de0f2-b18d-4305-b1c1-a57ee9cba3d8,Not Guilty,NONE,,witnesses gave contradictory statements and cctv footage was inconclusive.,0,Low,Not Guilty,0,[],15,0.0
8f5ed681-52f8-4201-803f-0f2f492171b0,Not Guilty,NONE,,available evidence was circumstantial and insufficient to prove guilt beyond reasonable doubt.,0,Low,Not Guilty,0,[],15,0.0
fc7c47aa-1760-4359-81e2-7c38a0978e64,Not Guilty,NONE,,the accused was present nearby but no recovered weapon linked them to the crime.,0,Low,Not Guilty,0,[],15,0.0
a4be3a50-3ad1-45d3-b8c6-d11e1aea1380,Not Guilty,NONE,,available evidence was circumstantial and insufficient to prove guilt beyond reasonable doubt.,0,Low,Not Guilty,0,[],15,0.0
aebad6ca-f4bf-4300-bc0d-d6850c401ff5,Guilty,341,"341,302,406","fir and forensic report show the accused assaulted the victim during a political rally, resulting in public disturbance.",13,Low,,1,"['341', '302', '406']",5,0.043333333333333335
65a88bea-12bd-44f0-afbb-a8d06a5e35c9,Not Guilty,NONE,,witnesses gave contradictory statements and dna test was inconclusive.,0,Low,Not Guilty,0,[],15,0.0
c8c33c32-ddae-4f66-982e-a82a033985d2,Not Guilty,NONE,,witnesses gave contradictory statements and cctv footage was inconclusive.,0,Low,Not Guilty,0,[],15,0.0
cf705ba8-11a4-4362-b374-37e78c85e9d2,Guilty,341,"341,120B","during a business deal, digital evidence captured the accused burned the public servant at market.",6,Low,,1,"['341', '120B']",5,0.02
1a1a1969-f4b3-4529-b0e3-08afd5eddbed,Not Guilty,NONE,,the accused was present nearby but no digital evidence linked them to the crime.,0,Low,Not Guilty,0,[],15,0.0
8c6a71b9-b22c-4969-bc4b-cced49f46dac,Not Guilty,NONE,,available evidence was circumstantial and insufficient to prove guilt beyond reasonable doubt.,0,Low,Not Guilty,0,[],15,0.0
4dd500dd-10c1-441b-9382-f613ab5002d4,Not Guilty,NONE,,police could not recover any weapon or medical certificate supporting the charge.,0,Low,Not Guilty,0,[],15,0.0
eea641f0-8d7f-4194-aabe-f58ab0a8eff7,Guilty,304B,"304B,120B,302",victim's statement and medical certificate prove that the accused intentionally hit the wife.,150,High,,1,"['304B', '120B', '302']",2,0.5
da9ff5d7-452f-4412-9027-0273ef92d122,Guilty,506,"506,326,376",investigation found recovered weapon and witnesses confirming that the accused assaulted the customer leading to death.,64,Medium,,1,"['506', '326', '376']",14,0.21333333333333335
879e0277-c316-43f2-be8d-ac9a42aefdd0,Not Guilty,NONE,,the accused provided a verified alibi; no recovered weapon matched them.,0,Low,Not Guilty,0,[],15,0.0
b250ec09-b76e-481f-bf64-ed7e551c9a71,Not Guilty,NONE,,police could not recover any weapon or forensic report supporting the charge.,0,Low,Not Guilty,0,[],15,0.0
ef362d6d-75ea-463f-a48b-97e34cf23d28,Guilty,506,"506,498A,379","during a robbery attempt, bank transaction logs captured the accused strangled the public servant at bus stop.",102,Medium,,1,"['506', '498A', '379']",14,0.34
0239ac5a-6e4a-4653-9850-73f5f24f3962,Guilty,304B,"304B,406,120B",investigation found medical certificate and witnesses confirming that the accused threatened the wife leading to serious injury.,269,High,,1,"['304B', '406', '120B']",2,0.8966666666666667
7c0adc67-e7eb-4c0f-a6c7-4ab1d18fb58c,Guilty,376,"376,304B,420","fir and forensic report show the accused harassed the employee during a quarrel, resulting in serious injury.",120,High,,1,"['376', '304B', '420']",8,0.4
75df4774-e357-4752-83f8-f801bd9d9f2a,Guilty,468,"468,498A",victim's statement and forensic report prove that the accused intentionally hit the business partner.,118,Medium,,1,"['468', '498A']",12,0.39333333333333337
fb6731e4-8580-4cd4-afc7-f86836a249ee,Guilty,376,"376,326",investigation found forensic report and witnesses confirming that the accused forged the woman leading to death.,269,High,,1,"['376', '326']",8,0.8966666666666667
5086b063-4a67-43df-be13-adf14332924f,Not Guilty,NONE,,investigation found no motive or forensic match to the accused.,0,Low,Not Guilty,0,[],15,0.0
edbbf48d-15c3-44b5-af6b-1a7b386a9153,Not Guilty,NONE,,police could not recover any weapon or digital evidence supporting the charge.,0,Low,Not Guilty,0,[],15,0.0
c1878bed-38f1-46d5-a457-9b34ff1d4833,Guilty,341,"341,363","fir and forensic report show the accused strangled the business partner during a public protest, resulting in mental trauma.",21,Low,,1,"['341', '363']",5,0.07
77a64dbd-9283-48ba-abac-29cc3cf7eccb,Not Guilty,NONE,,witnesses gave contradictory statements and bank transaction logs was inconclusive.,0,Low,Not Guilty,0,[],15,0.0
80409aa7-8704-4704-93e4-8e14c75d6d15,Not Guilty,NONE,,investigation found no motive or forensic match to the accused.,0,Low,Not Guilty,0,[],15,0.0
b1b4a043-ba4c-4802-993d-46f61ad0699b,Not Guilty,NONE,,investigation found no motive or forensic match to the accused.,0,Low,Not Guilty,0,[],15,0.0
cf2f30bb-636c-412e-a25a-5d2a8b54bf6d,Guilty,498A,"498A,376",the accused planned and executed to cheated the employee at hotel for personal gain.,88,Medium,,1,"['498A', '376']",13,0.29333333333333333
49d7240e-56a8-4e8e-b81d-76006579a6a9,Not Guilty,NONE,,witnesses gave contradictory statements and recovered weapon was inconclusive.,0,Low,Not Guilty,0,[],15,0.0
9c95441b-761b-4a35-aaa5-d4f69d9d047a,Guilty,120B,120B,the accused planned and executed to stole the wife at office for personal gain.,34,Low,,1,['120B'],0,0.11333333333333334
6350669a-17da-4780-b13c-d5b9f53de664,Not Guilty,NONE,,the accused was mistaken for another person; identification was unreliable.,0,Low,Not Guilty,0,[],15,0.0
d9a28d7f-ff50-4164-8a4d-f98c0b8c2fed,Guilty,406,406,"during a domestic argument, medical certificate captured the accused harassed the customer at school.",113,Medium,,1,['406'],10,0.3766666666666667
df3c4b58-a207-40f8-925b-7446821b0519,Guilty,304B,"304B,326",victim's statement and medical certificate prove that the accused intentionally trespassed the victim.,180,High,,1,"['304B', '326']",2,0.6000000000000001
401266cb-37ed-4013-80f0-da088a8b6a9a,Not Guilty,NONE,,investigation found no motive or forensic match to the accused.,0,Low,Not Guilty,0,[],15,0.0
514ecd0d-0b27-4455-a714-48b309b1be7d,Guilty,326,326,victim's statement and medical certificate prove that the accused intentionally trespassed the customer.,56,Medium,,1,['326'],4,0.18666666666666668
07e97d43-8b51-49ad-a0d5-9feac749dcaf,Not Guilty,NONE,,the accused provided a verified alibi; no dna test matched them.,0,Low,Not Guilty,0,[],15,0.0
52b932dd-6452-41c6-b7fd-1a9dd37e42a2,Guilty,341,341,the accused planned and executed to extorted the customer at restaurant for personal gain.,11,Low,,1,['341'],5,0.03666666666666667
2388af17-f739-4c9f-b0f0-455af338a3c0,Guilty,506,"506,376","during a domestic argument, recovered weapon captured the accused assaulted the neighbour at roadside.",88,Medium,,1,"['506', '376']",14,0.29333333333333333
950e1e7d-57bc-4f03-9d1e-a90839d3eeec,Guilty,307,"307,406,420","the accused forged the victim at the home after a robbery attempt, causing serious injury. medical certificate confirmed the act.",296,High,,1,"['307', '406', '420']",3,0.9866666666666667
87761862-d8d5-4267-80aa-be4334ae2c1a,Not Guilty,NONE,,police could not recover any weapon or cctv footage supporting the charge.,0,Low,Not Guilty,0,[],15,0.0
2232ec5d-a2f3-4bf8-b1b3-a733eefd3c1c,Guilty,363,"363,498A","fir and forensic report show the accused threatened the wife during a domestic argument, resulting in financial damage.",7,Low,,1,"['363', '498A']",7,0.023333333333333334
1e63506e-a4d3-4fd0-9f7b-84a463f06b33,Guilty,406,406,"during a family dispute, digital evidence captured the accused hit the wife at office.",47,Medium,,1,['406'],10,0.15666666666666668
0b4ee713-77ac-423b-9bdb-708d5ec4b67a,Not Guilty,NONE,,the accused provided a verified alibi; no medical certificate matched them.,0,Low,Not Guilty,0,[],15,0.0
70c20779-facd-49d3-ae1b-eab8ac637e17,Not Guilty,NONE,,the accused was mistaken for another person; identification was unreliable.,0,Low,Not Guilty,0,[],15,0.0
367dcec2-a301-4acc-9692-d73bec66fdad,Not Guilty,NONE,,police could not recover any weapon or cctv footage supporting the charge.,0,Low,Not Guilty,0,[],15,0.0
e67d159f-389b-462c-8d38-75d50fc525e7,Not Guilty,NONE,,the accused was present nearby but no dna test linked them to the crime.,0,Low,Not Guilty,0,[],15,0.0
3597024a-7d1c-47d4-a7cd-8dc6f5241c8f,Not Guilty,NONE,,the accused was present nearby but no dna test linked them to the crime.,0,Low,Not Guilty,0,[],15,0.0
c7fe43b0-6d9a-4f2d-bbe0-26920074117c,Guilty,376,"376,468",the accused planned and executed to hit the neighbour at train station for personal gain.,220,High,,1,"['376', '468']",8,0.7333333333333334
c4066784-9cff-431a-a900-24a5cde36f58,Guilty,406,"406,506","the accused strangled the woman at the factory after a quarrel, causing death. eyewitness statements confirmed the act.",45,Medium,,1,"['406', '506']",10,0.15000000000000002
80f48cb3-9530-44a9-945d-73c39323ae73,Guilty,307,"307,420","the accused cheated the customer at the market after a robbery attempt, causing property loss. dna test confirmed the act.",288,High,,1,"['307', '420']",3,0.9600000000000001
1832c01a-a488-4f3d-b2dc-3723a922e2b6,Guilty,498A,"498A,354",victim's statement and recovered weapon prove that the accused intentionally raped the witness.,93,Medium,,1,"['498A', '354']",13,0.31
5f6dde42-49fd-4019-ba8f-12878b45f095,Guilty,341,"341,420","the accused forged the minor at the hotel after a family dispute, causing mental trauma. recovered weapon confirmed the act.",16,Low,,1,"['341', '420']",5,0.05333333333333334
65751a92-c0be-4f81-a87f-09c05ded36a1,Guilty,420,420,"during a business deal, medical certificate captured the accused stabbed the witness at home.",111,Medium,,1,['420'],11,0.37000000000000005
cdac9c34-389a-4921-b9d7-02af9a0ae549,Guilty,304B,"304B,379","fir and forensic report show the accused burned the minor during a robbery attempt, resulting in public disturbance.",221,High,,1,"['304B', '379']",2,0.7366666666666667
4bc3a7f2-f155-4732-8edc-e2b4faa118e9,Not Guilty,NONE,,the accused was mistaken for another person; identification was unreliable.,0,Low,Not Guilty,0,[],15,0.0
34423dc6-38d1-43bb-9251-12daad8f4098,Not Guilty,NONE,,available evidence was circumstantial and insufficient to prove guilt beyond reasonable doubt.,0,Low,Not Guilty,0,[],15,0.0
949c29cc-2351-4fb5-b2da-e0f52673a34b,Not Guilty,NONE,,witnesses gave contradictory statements and eyewitness statements was inconclusive.,0,Low,Not Guilty,0,[],15,0.0
da2c47ea-d4c9-4d0b-8cfa-381644128634,Guilty,406,"406,379","fir and forensic report show the accused burned the neighbour during a public protest, resulting in death.",57,Medium,,1,"['406', '379']",10,0.19
9dcfb5bd-e189-49ff-84c9-9bdaca0af1c1,Guilty,420,"420,379,498A",the accused planned and executed to threatened the wife at temple for personal gain.,105,Medium,,1,"['420', '379', '498A']",11,0.35000000000000003
b5443168-0c3a-48c9-bd2e-2f10dd938aaf,Not Guilty,NONE,,police could not recover any weapon or bank transaction logs supporting the charge.,0,Low,Not Guilty,0,[],15,0.0
40b497ea-adba-4598-b072-5c7193f59f58,Guilty,341,"341,468","fir and forensic report show the accused abducted the witness during a political rally, resulting in loss of life.",30,Low,,1,"['341', '468']",5,0.1
62cfc7e1-a26d-4850-96f6-6c9df00bb009,Guilty,498A,"498A,304B,406",victim's statement and recovered weapon prove that the accused intentionally stabbed the business partner.,102,Medium,,1,"['498A', '304B', '406']",13,0.34
2db8b6ab-02ba-40db-ac87-f12bf0fbd146,Not Guilty,NONE,,witnesses gave contradictory statements and dna test was inconclusive.,0,Low,Not Guilty,0,[],15,0.0
de4e73ea-28ec-4064-91ff-409e83a2ed8d,Guilty,379,"379,376,120B","fir and forensic report show the accused cheated the wife during a quarrel, resulting in public disturbance.",13,Low,,1,"['379', '376', '120B']",9,0.043333333333333335
7917748b-1fef-4726-a343-118681300688,Guilty,120B,"120B,341,498A","the accused extorted the wife at the train station after a family dispute, causing property loss. recovered weapon confirmed the act.",29,Low,,1,"['120B', '341', '498A']",0,0.09666666666666668
e3e640fe-affe-4f74-8132-2fc93c9fd897,Not Guilty,NONE,,police could not recover any weapon or cctv footage supporting the charge.,0,Low,Not Guilty,0,[],15,0.0
5de0f536-fa37-443c-bfa5-fee6fc01b15e,Guilty,420,420,victim's statement and recovered weapon prove that the accused intentionally hit the wife.,85,Medium,,1,['420'],11,0.2833333333333333
aafed78f-f546-4b87-93f2-b6e56d36d76a,Guilty,302,"302,307,420","during a robbery attempt, recovered weapon captured the accused poisoned the wife at school.",222,High,,1,"['302', '307', '420']",1,0.7400000000000001
bd79ac4b-2d57-407a-9dc2-0200a477ca8a,Not Guilty,NONE,,investigation found no motive or forensic match to the accused.,0,Low,Not Guilty,0,[],15,0.0
5eead31e-8af6-4aba-8b5b-21d1bdf1a796,Guilty,468,"468,304B","the accused burned the customer at the public park after a business deal, causing loss of life. recovered weapon confirmed the act.",114,Medium,,1,"['468', '304B']",12,0.38
73a90103-4846-49c1-a855-a48b8db7f03e,Not Guilty,NONE,,witnesses gave contradictory statements and dna test was inconclusive.,0,Low,Not Guilty,0,[],15,0.0
d2855b57-8c04-49dc-bd30-99cef30054f7,Not Guilty,NONE,,investigation found no motive or forensic match to the accused.,0,Low,Not Guilty,0,[],15,0.0
6a953023-d003-4a64-a3b4-f73dfbaaf3ef,Guilty,363,363,"during a family dispute, eyewitness statements captured the accused burned the customer at restaurant.",10,Low,,1,['363'],7,0.03333333333333333
34c040d2-2978-4729-a506-ac899d0675fb,Guilty,304B,"304B,363","during a business deal, recovered weapon captured the accused cheated the victim at roadside.",128,High,,1,"['304B', '363']",2,0.4266666666666667
9b4c5415-f8fa-4a5c-8d58-617155d43b7f,Guilty,302,"302,341,379","during a domestic argument, digital evidence captured the accused threatened the woman at school.",213,High,,1,"['302', '341', '379']",1,0.7100000000000001
619bff1c-2b90-416a-a214-aa16ee02b3a2,Guilty,376,376,victim's statement and eyewitness statements prove that the accused intentionally blackmailed the wife.,152,High,,1,['376'],8,0.5066666666666667
3a48a989-d7c9-40ca-a82a-9647ab96e8ec,Not Guilty,NONE,,investigation found no motive or forensic match to the accused.,0,Low,Not Guilty,0,[],15,0.0
36cc8e71-4537-4faf-95a2-dbe27be75593,Not Guilty,NONE,,the accused was mistaken for another person; identification was unreliable.,0,Low,Not Guilty,0,[],15,0.0
853e77a8-44ba-41c8-a0ef-c79796b2b70f,Guilty,420,"420,326,379","during a robbery attempt, bank transaction logs captured the accused stabbed the public servant at factory.",88,Medium,,1,"['420', '326', '379']",11,0.29333333333333333
f12898b8-7806-4bca-839a-f34d2a1e96f9,Guilty,376,"376,341",investigation found bank transaction logs and witnesses confirming that the accused extorted the customer leading to serious injury.,141,High,,1,"['376', '341']",8,0.47000000000000003
14fc154d-fcac-46f8-b71a-e9e222c99a45,Guilty,120B,"120B,307,304B","the accused assaulted the bank officer at the hotel after a family dispute, causing death. recovered weapon confirmed the act.",13,Low,,1,"['120B', '307', '304B']",0,0.043333333333333335
83f5d395-cf33-40c8-aa02-111904a8106d,Guilty,120B,120B,"during a family dispute, dna test captured the accused stole the neighbour at factory.",21,Low,,1,['120B'],0,0.07
